,barcodes,leiden_resolution_2_myeloid-dcs,AIFI_L1,AIFI_L2,AIFI_L3
19694,ef6ea412746111ebb005fab458a363f4,0,DC,pDC,pDC
19695,ef6f011e746111ebb005fab458a363f4,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19696,ef738b9e746111ebb005fab458a363f4,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19697,ef7718b8746111ebb005fab458a363f4,1,DC,pDC,pDC
19698,ef79f70e746111ebb005fab458a363f4,1,DC,pDC,pDC
19699,ef7a08ca746111ebb005fab458a363f4,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19700,ef7a0c26746111ebb005fab458a363f4,9,DC,cDC2,CD14+ cDC2
19701,ef7e1938746111ebb005fab458a363f4,8,DC,cDC2,HLA-DRhi cDC2
19702,ef7fa154746111ebb005fab458a363f4,1,DC,pDC,pDC
19703,ef804f6e746111ebb005fab458a363f4,17,DC,cDC1,cDC1
19704,ef84d606746111ebb005fab458a363f4,1,DC,pDC,pDC
19705,ef89cbb6746111ebb005fab458a363f4,19,DC,cDC2,HLA-DRhi cDC2
19706,ef89dc50746111ebb005fab458a363f4,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19707,ef8d5a10746111ebb005fab458a363f4,1,DC,pDC,pDC
19708,ef8edffc746111ebb005fab458a363f4,15,DC,cDC2,CD14+ cDC2
19709,ef90666a746111ebb005fab458a363f4,8,DC,cDC2,HLA-DRhi cDC2
19710,ef938188746111ebb005fab458a363f4,15,DC,cDC2,CD14+ cDC2
19711,9fae62c276f611ebbe1a0a9c4ec18e1b,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19712,9fb1134676f611ebbe1a0a9c4ec18e1b,2,DC,cDC2,HLA-DRhi cDC2
19713,9fb358f476f611ebbe1a0a9c4ec18e1b,15,DC,cDC2,CD14+ cDC2
19714,9fb4639876f611ebbe1a0a9c4ec18e1b,14,DC,cDC2,HLA-DRhi cDC2
19715,9fb67dae76f611ebbe1a0a9c4ec18e1b,5,Monocyte,Intermediate monocyte,Intermediate monocyte
19716,9fbeb7e476f611ebbe1a0a9c4ec18e1b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19717,9fbf166c76f611ebbe1a0a9c4ec18e1b,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19718,9fbfbb4e76f611ebbe1a0a9c4ec18e1b,2,DC,cDC2,HLA-DRhi cDC2
19719,9fc04a7876f611ebbe1a0a9c4ec18e1b,2,DC,cDC2,HLA-DRhi cDC2
19720,9fc0bc1076f611ebbe1a0a9c4ec18e1b,18,Doublet,Doublet,Doublet
19721,9fc79ce276f611ebbe1a0a9c4ec18e1b,17,DC,cDC1,cDC1
19722,9fc8fd6276f611ebbe1a0a9c4ec18e1b,2,DC,cDC2,HLA-DRhi cDC2
19723,9fd3ce1876f611ebbe1a0a9c4ec18e1b,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19724,9fd4cc3276f611ebbe1a0a9c4ec18e1b,17,DC,cDC1,cDC1
19725,9fdb696676f611ebbe1a0a9c4ec18e1b,4,DC,pDC,pDC
19726,9fddb3e276f611ebbe1a0a9c4ec18e1b,15,DC,cDC2,CD14+ cDC2
19727,9fdecf3e76f611ebbe1a0a9c4ec18e1b,12,Monocyte,CD14 monocyte,Core CD14 monocyte
19728,9ff9fd7c76f611ebbe1a0a9c4ec18e1b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19729,9ffc2d3676f611ebbe1a0a9c4ec18e1b,15,DC,cDC2,CD14+ cDC2
19730,a000a76276f611ebbe1a0a9c4ec18e1b,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19731,a007506c76f611ebbe1a0a9c4ec18e1b,18,Doublet,Doublet,Doublet
19732,a00dbccc76f611ebbe1a0a9c4ec18e1b,2,DC,cDC2,HLA-DRhi cDC2
19733,a0123cf276f611ebbe1a0a9c4ec18e1b,4,DC,pDC,pDC
19734,a013899a76f611ebbe1a0a9c4ec18e1b,4,DC,pDC,pDC
19735,e11df80a76fe11eb8a3a1adcfefed355,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19736,e11e778076fe11eb8a3a1adcfefed355,14,DC,cDC2,CD14+ cDC2
19737,e11fd07676fe11eb8a3a1adcfefed355,0,DC,pDC,pDC
19738,e120d0fc76fe11eb8a3a1adcfefed355,15,DC,cDC2,CD14+ cDC2
19739,e12119f476fe11eb8a3a1adcfefed355,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19740,e1217d3676fe11eb8a3a1adcfefed355,2,DC,cDC2,HLA-DRhi cDC2
19741,e121e87a76fe11eb8a3a1adcfefed355,15,DC,cDC2,CD14+ cDC2
19742,e12400b076fe11eb8a3a1adcfefed355,2,DC,cDC2,HLA-DRhi cDC2
19743,e129f69676fe11eb8a3a1adcfefed355,4,DC,pDC,pDC
19744,e12f99e876fe11eb8a3a1adcfefed355,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19745,e1329d6e76fe11eb8a3a1adcfefed355,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19746,e132fe6c76fe11eb8a3a1adcfefed355,14,DC,cDC2,CD14+ cDC2
19747,e133737e76fe11eb8a3a1adcfefed355,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19748,e13808d076fe11eb8a3a1adcfefed355,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19749,e139321e76fe11eb8a3a1adcfefed355,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19750,e139e7ea76fe11eb8a3a1adcfefed355,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19751,e13ac9bc76fe11eb8a3a1adcfefed355,2,DC,cDC2,HLA-DRhi cDC2
19752,e13c14ca76fe11eb8a3a1adcfefed355,15,DC,cDC2,CD14+ cDC2
19753,e13e4d7676fe11eb8a3a1adcfefed355,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19754,e13e4e7a76fe11eb8a3a1adcfefed355,11,DC,cDC2,HLA-DRhi cDC2
19755,e141a66a76fe11eb8a3a1adcfefed355,2,DC,cDC2,HLA-DRhi cDC2
19756,e14324f476fe11eb8a3a1adcfefed355,23,Doublet,Doublet,Doublet
19757,e14488b276fe11eb8a3a1adcfefed355,21,DC,ASDC,ASDC
19758,e1476fe676fe11eb8a3a1adcfefed355,16,DC,cDC2,CD14+ cDC2
19759,e14d1e3276fe11eb8a3a1adcfefed355,2,DC,cDC2,HLA-DRhi cDC2
19760,e14ee3c076fe11eb8a3a1adcfefed355,16,DC,cDC2,CD14+ cDC2
19761,e15134cc76fe11eb8a3a1adcfefed355,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19762,41b65d3c76f611eb9ee31a4d4e3f8efd,15,DC,cDC2,CD14+ cDC2
19763,41c0ebe476f611eb9ee31a4d4e3f8efd,8,DC,cDC2,HLA-DRhi cDC2
19764,41c5923476f611eb9ee31a4d4e3f8efd,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19765,41c7d64876f611eb9ee31a4d4e3f8efd,15,DC,cDC2,CD14+ cDC2
19766,41cca98e76f611eb9ee31a4d4e3f8efd,4,DC,pDC,pDC
19767,41cd49f276f611eb9ee31a4d4e3f8efd,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19768,41cdf41a76f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19769,41ce624276f611eb9ee31a4d4e3f8efd,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19770,41e6e72276f611eb9ee31a4d4e3f8efd,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19771,41f10d9276f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19772,41f40c0476f611eb9ee31a4d4e3f8efd,15,DC,cDC2,CD14+ cDC2
19773,41f9acb876f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19774,420aec8a76f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19775,420affc276f611eb9ee31a4d4e3f8efd,17,DC,cDC1,cDC1
19776,420bf31476f611eb9ee31a4d4e3f8efd,14,DC,cDC2,CD14+ cDC2
19777,420c86d076f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19778,420d331476f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19779,4210781276f611eb9ee31a4d4e3f8efd,6,DC,cDC2,CD14+ cDC2
19780,4213b7f276f611eb9ee31a4d4e3f8efd,6,DC,cDC2,CD14+ cDC2
19781,42170b5076f611eb9ee31a4d4e3f8efd,2,DC,cDC2,CD14+ cDC2
19782,421dd91c76f611eb9ee31a4d4e3f8efd,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19783,421f8eb076f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19784,4225ab7e76f611eb9ee31a4d4e3f8efd,14,DC,cDC2,CD14+ cDC2
19785,4227c84676f611eb9ee31a4d4e3f8efd,0,DC,pDC,pDC
19786,422a7a5076f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19787,422ba43e76f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19788,422e03c876f611eb9ee31a4d4e3f8efd,18,Doublet,Doublet,Doublet
19789,423119f076f611eb9ee31a4d4e3f8efd,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19790,4231e47076f611eb9ee31a4d4e3f8efd,16,DC,cDC2,CD14+ cDC2
19791,42346b4676f611eb9ee31a4d4e3f8efd,2,DC,cDC2,HLA-DRhi cDC2
19792,4238f90e76f611eb9ee31a4d4e3f8efd,14,DC,cDC2,CD14+ cDC2
19793,4242ffbc76f611eb9ee31a4d4e3f8efd,7,Monocyte,CD14 monocyte,ISG+ CD14 monocyte
19794,aad59932770411eba803caccc32ef9e2,6,DC,cDC2,CD14+ cDC2
19795,aad5b7aa770411eba803caccc32ef9e2,2,DC,cDC2,HLA-DRhi cDC2
19796,aad64bfc770411eba803caccc32ef9e2,0,DC,pDC,pDC
19797,aad805f0770411eba803caccc32ef9e2,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19798,aadb118c770411eba803caccc32ef9e2,14,DC,cDC2,CD14+ cDC2
19799,aade1db4770411eba803caccc32ef9e2,2,DC,cDC2,HLA-DRhi cDC2
19800,aade5c2a770411eba803caccc32ef9e2,17,DC,cDC1,cDC1
19801,aadfec98770411eba803caccc32ef9e2,14,DC,cDC2,CD14+ cDC2
19802,aae1a3d0770411eba803caccc32ef9e2,12,DC,cDC2,CD14+ cDC2
19803,aae9ea36770411eba803caccc32ef9e2,15,DC,cDC2,CD14+ cDC2
19804,aaead14e770411eba803caccc32ef9e2,2,DC,cDC2,HLA-DRhi cDC2
19805,aaecd476770411eba803caccc32ef9e2,14,DC,cDC2,CD14+ cDC2
19806,aaf0ecd2770411eba803caccc32ef9e2,2,DC,cDC2,HLA-DRhi cDC2
19807,aaf72a5c770411eba803caccc32ef9e2,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19808,aaf84626770411eba803caccc32ef9e2,24,Doublet,Doublet,Doublet
19809,aaf8b520770411eba803caccc32ef9e2,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19810,aaf94184770411eba803caccc32ef9e2,13,DC,cDC2,HLA-DRhi cDC2
19811,aaffe34a770411eba803caccc32ef9e2,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19812,ab048ee0770411eba803caccc32ef9e2,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19813,ab04d102770411eba803caccc32ef9e2,21,DC,ASDC,ASDC
19814,ab054c86770411eba803caccc32ef9e2,2,DC,cDC2,HLA-DRhi cDC2
19815,ab054fc4770411eba803caccc32ef9e2,14,DC,cDC2,HLA-DRhi cDC2
19816,ab086600770411eba803caccc32ef9e2,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19817,ab08b9b6770411eba803caccc32ef9e2,4,DC,pDC,pDC
19818,8d5da5c076fa11ebb31b8631bc0de43b,15,Monocyte,CD14 monocyte,Core CD14 monocyte
19819,8d62a3a476fa11ebb31b8631bc0de43b,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19820,8d76a20076fa11ebb31b8631bc0de43b,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19821,8dab33bc76fa11ebb31b8631bc0de43b,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19822,8dab5a5476fa11ebb31b8631bc0de43b,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19823,8dd1cc0c76fa11ebb31b8631bc0de43b,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19824,8dec502276fa11ebb31b8631bc0de43b,19,DC,cDC2,CD14+ cDC2
19825,8deec5dc76fa11ebb31b8631bc0de43b,14,DC,cDC2,CD14+ cDC2
19826,8df28bc276fa11ebb31b8631bc0de43b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19827,8df3e44076fa11ebb31b8631bc0de43b,6,DC,cDC2,CD14+ cDC2
19828,8df9937c76fa11ebb31b8631bc0de43b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19829,8e059ac876fa11ebb31b8631bc0de43b,0,DC,pDC,pDC
19830,8e09367e76fa11ebb31b8631bc0de43b,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19831,8e0b90e076fa11ebb31b8631bc0de43b,0,DC,pDC,pDC
19832,8e10353276fa11ebb31b8631bc0de43b,2,DC,cDC2,HLA-DRhi cDC2
19833,8e23b0da76fa11ebb31b8631bc0de43b,15,DC,cDC2,CD14+ cDC2
19834,8e2f4c9276fa11ebb31b8631bc0de43b,14,DC,cDC2,CD14+ cDC2
19835,8e36226076fa11ebb31b8631bc0de43b,2,DC,cDC2,HLA-DRhi cDC2
19836,8e41483476fa11ebb31b8631bc0de43b,2,DC,cDC2,HLA-DRhi cDC2
19837,8e49708676fa11ebb31b8631bc0de43b,4,DC,pDC,pDC
19838,8e5c9e9a76fa11ebb31b8631bc0de43b,2,DC,cDC2,HLA-DRhi cDC2
19839,8e61604c76fa11ebb31b8631bc0de43b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19840,8e6e3dd076fa11ebb31b8631bc0de43b,2,DC,cDC2,HLA-DRhi cDC2
19841,8e7c9d3a76fa11ebb31b8631bc0de43b,6,DC,cDC2,CD14+ cDC2
19842,2bdd498e770111eb83580af69b9105e6,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19843,2c087096770111eb83580af69b9105e6,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19844,2c321e96770111eb83580af69b9105e6,15,DC,cDC2,CD14+ cDC2
19845,2c45bd2a770111eb83580af69b9105e6,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19846,2c70982e770111eb83580af69b9105e6,12,Monocyte,CD14 monocyte,Core CD14 monocyte
19847,2c78dcf0770111eb83580af69b9105e6,2,DC,cDC2,HLA-DRhi cDC2
19848,2ca19802770111eb83580af69b9105e6,15,Monocyte,CD14 monocyte,Core CD14 monocyte
19849,2cb2db76770111eb83580af69b9105e6,20,Doublet,Doublet,Doublet
19850,2cc6494a770111eb83580af69b9105e6,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19851,2ce04002770111eb83580af69b9105e6,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19852,2ce219f4770111eb83580af69b9105e6,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19853,2ce4d6bc770111eb83580af69b9105e6,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19854,2cebbda6770111eb83580af69b9105e6,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19855,2cee9580770111eb83580af69b9105e6,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19856,2d0873d8770111eb83580af69b9105e6,2,DC,cDC2,HLA-DRhi cDC2
19857,2d0bfaee770111eb83580af69b9105e6,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19858,2d0e55aa770111eb83580af69b9105e6,13,DC,cDC2,ISG+ cDC2
19859,79dc696076fe11eb9b7cfece13ccb977,2,DC,cDC2,CD14+ cDC2
19860,79dd4d3076fe11eb9b7cfece13ccb977,2,DC,cDC2,HLA-DRhi cDC2
19861,79dd890876fe11eb9b7cfece13ccb977,2,DC,cDC2,CD14+ cDC2
19862,79e02a0076fe11eb9b7cfece13ccb977,0,DC,pDC,pDC
19863,79e0666e76fe11eb9b7cfece13ccb977,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19864,79e35f2c76fe11eb9b7cfece13ccb977,4,DC,pDC,pDC
19865,79e4af8a76fe11eb9b7cfece13ccb977,2,DC,cDC2,HLA-DRhi cDC2
19866,79e8e77676fe11eb9b7cfece13ccb977,18,Doublet,Doublet,Doublet
19867,79e9914e76fe11eb9b7cfece13ccb977,4,DC,pDC,pDC
19868,79eb50e276fe11eb9b7cfece13ccb977,2,DC,cDC2,HLA-DRhi cDC2
19869,79ec44e876fe11eb9b7cfece13ccb977,2,DC,cDC2,HLA-DRhi cDC2
19870,79ecaa9676fe11eb9b7cfece13ccb977,15,DC,cDC2,CD14+ cDC2
19871,79ef98b476fe11eb9b7cfece13ccb977,2,DC,cDC2,HLA-DRhi cDC2
19872,79efca1476fe11eb9b7cfece13ccb977,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19873,79f1a56e76fe11eb9b7cfece13ccb977,2,DC,cDC2,HLA-DRhi cDC2
19874,79f1dd3676fe11eb9b7cfece13ccb977,14,DC,cDC2,CD14+ cDC2
19875,79f45cc876fe11eb9b7cfece13ccb977,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19876,79f836b876fe11eb9b7cfece13ccb977,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19877,79fa048476fe11eb9b7cfece13ccb977,15,DC,cDC2,CD14+ cDC2
19878,79fb292c76fe11eb9b7cfece13ccb977,15,DC,cDC2,CD14+ cDC2
19879,79fb710c76fe11eb9b7cfece13ccb977,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19880,79fb86ba76fe11eb9b7cfece13ccb977,14,DC,cDC2,CD14+ cDC2
19881,79fc6e6876fe11eb9b7cfece13ccb977,8,DC,cDC2,HLA-DRhi cDC2
19882,79fc70a276fe11eb9b7cfece13ccb977,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19883,79fe396476fe11eb9b7cfece13ccb977,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19884,79fe6bdc76fe11eb9b7cfece13ccb977,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19885,79ff356c76fe11eb9b7cfece13ccb977,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19886,79ff7c2a76fe11eb9b7cfece13ccb977,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19887,79ffabaa76fe11eb9b7cfece13ccb977,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19888,7a04568c76fe11eb9b7cfece13ccb977,2,DC,cDC2,HLA-DRhi cDC2
19889,7a04e9ee76fe11eb9b7cfece13ccb977,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19890,7a0599e876fe11eb9b7cfece13ccb977,21,DC,ASDC,ASDC
19891,7a06a0c276fe11eb9b7cfece13ccb977,17,DC,cDC1,cDC1
19892,7a1015b276fe11eb9b7cfece13ccb977,8,DC,cDC2,HLA-DRhi cDC2
19893,533b36ee76f711eb928cf2a688aad71a,14,DC,cDC2,CD14+ cDC2
19894,5342a17c76f711eb928cf2a688aad71a,14,DC,cDC2,HLA-DRhi cDC2
19895,534c44de76f711eb928cf2a688aad71a,2,DC,cDC2,HLA-DRhi cDC2
19896,5350835076f711eb928cf2a688aad71a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19897,5350ac2276f711eb928cf2a688aad71a,14,DC,cDC2,CD14+ cDC2
19898,53542e1076f711eb928cf2a688aad71a,21,DC,ASDC,ASDC
19899,5355213a76f711eb928cf2a688aad71a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19900,535c465e76f711eb928cf2a688aad71a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19901,535f07b876f711eb928cf2a688aad71a,14,DC,cDC2,CD14+ cDC2
19902,53640a2476f711eb928cf2a688aad71a,2,DC,cDC2,HLA-DRhi cDC2
19903,53696d7076f711eb928cf2a688aad71a,15,DC,cDC2,CD14+ cDC2
19904,536a9c0e76f711eb928cf2a688aad71a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19905,5376fea476f711eb928cf2a688aad71a,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19906,537d623076f711eb928cf2a688aad71a,2,DC,cDC2,HLA-DRhi cDC2
19907,5380778676f711eb928cf2a688aad71a,14,DC,cDC2,CD14+ cDC2
19908,5381ea3a76f711eb928cf2a688aad71a,26,DC,cDC1,cDC1
19909,53911dde76f711eb928cf2a688aad71a,15,DC,cDC2,CD14+ cDC2
19910,539ba68276f711eb928cf2a688aad71a,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19911,53a4f27876f711eb928cf2a688aad71a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19912,53a88b0e76f711eb928cf2a688aad71a,14,DC,cDC2,HLA-DRhi cDC2
19913,53bc38d476f711eb928cf2a688aad71a,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19914,53c4bafe76f711eb928cf2a688aad71a,4,DC,pDC,pDC
19915,04f0254a770011ebb6f1120b4fce9850,0,DC,pDC,pDC
19916,04fa01b4770011ebb6f1120b4fce9850,2,DC,cDC2,HLA-DRhi cDC2
19917,04faa2b8770011ebb6f1120b4fce9850,2,DC,cDC2,HLA-DRhi cDC2
19918,04fd5eea770011ebb6f1120b4fce9850,17,DC,cDC1,cDC1
19919,050b7534770011ebb6f1120b4fce9850,15,DC,cDC2,CD14+ cDC2
19920,0550f014770011ebb6f1120b4fce9850,15,DC,cDC2,CD14+ cDC2
19921,0555460a770011ebb6f1120b4fce9850,8,DC,cDC2,HLA-DRhi cDC2
19922,055a4e70770011ebb6f1120b4fce9850,8,DC,cDC2,HLA-DRhi cDC2
19923,0565e992770011ebb6f1120b4fce9850,15,Monocyte,CD14 monocyte,Core CD14 monocyte
19924,056b2eac770011ebb6f1120b4fce9850,2,DC,cDC2,HLA-DRhi cDC2
19925,05e58134770011ebb6f1120b4fce9850,2,DC,cDC2,HLA-DRhi cDC2
19926,05f769e4770011ebb6f1120b4fce9850,2,DC,cDC2,HLA-DRhi cDC2
19927,061a533c770011ebb6f1120b4fce9850,2,DC,cDC2,HLA-DRhi cDC2
19928,061d3e44770011ebb6f1120b4fce9850,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19929,061f909a770011ebb6f1120b4fce9850,9,DC,cDC2,CD14+ cDC2
19930,06285978770011ebb6f1120b4fce9850,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19931,06305894770011ebb6f1120b4fce9850,2,DC,cDC2,HLA-DRhi cDC2
19932,065a160c770011ebb6f1120b4fce9850,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19933,0670c3e8770011ebb6f1120b4fce9850,12,DC,cDC2,CD14+ cDC2
19934,0697a418770011ebb6f1120b4fce9850,8,DC,cDC2,HLA-DRhi cDC2
19935,069dc83e770011ebb6f1120b4fce9850,17,DC,cDC1,cDC1
19936,06a3d198770011ebb6f1120b4fce9850,5,Monocyte,CD14 monocyte,Core CD14 monocyte
19937,f1ab5cf276f011eb9e6a262e4d0064cc,16,DC,cDC2,CD14+ cDC2
19938,f1afdd8676f011eb9e6a262e4d0064cc,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19939,f1b68b2c76f011eb9e6a262e4d0064cc,17,DC,cDC1,cDC1
19940,f1b6cd9476f011eb9e6a262e4d0064cc,10,DC,cDC2,CD14+ cDC2
19941,f1b7850e76f011eb9e6a262e4d0064cc,11,DC,cDC2,HLA-DRhi cDC2
19942,f1b95de876f011eb9e6a262e4d0064cc,8,DC,cDC2,HLA-DRhi cDC2
19943,f1bac97676f011eb9e6a262e4d0064cc,2,DC,cDC2,HLA-DRhi cDC2
19944,f1bbf77476f011eb9e6a262e4d0064cc,0,DC,pDC,pDC
19945,f1be1e9676f011eb9e6a262e4d0064cc,2,DC,cDC2,HLA-DRhi cDC2
19946,f1beb27a76f011eb9e6a262e4d0064cc,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19947,f1bf4cf876f011eb9e6a262e4d0064cc,1,DC,pDC,pDC
19948,f1c0a44076f011eb9e6a262e4d0064cc,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19949,f1c1f4f876f011eb9e6a262e4d0064cc,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19950,f1c3df0c76f011eb9e6a262e4d0064cc,10,DC,cDC2,CD14+ cDC2
19951,f1c9c6a676f011eb9e6a262e4d0064cc,2,DC,cDC2,HLA-DRhi cDC2
19952,f1cb6b2876f011eb9e6a262e4d0064cc,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19953,f1cbb31276f011eb9e6a262e4d0064cc,6,DC,cDC2,CD14+ cDC2
19954,f1cbcb7c76f011eb9e6a262e4d0064cc,2,DC,cDC2,HLA-DRhi cDC2
19955,f1ce534276f011eb9e6a262e4d0064cc,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19956,f1cee82a76f011eb9e6a262e4d0064cc,16,DC,cDC2,CD14+ cDC2
19957,f1cf74d476f011eb9e6a262e4d0064cc,7,Monocyte,CD14 monocyte,Core CD14 monocyte
19958,f1d0c55076f011eb9e6a262e4d0064cc,2,DC,cDC2,HLA-DRhi cDC2
19959,f1d4319076f011eb9e6a262e4d0064cc,4,DC,pDC,pDC
19960,f1d4db9076f011eb9e6a262e4d0064cc,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19961,f1da2e7e76f011eb9e6a262e4d0064cc,11,DC,cDC2,HLA-DRhi cDC2
19962,f1da5f1676f011eb9e6a262e4d0064cc,10,DC,cDC2,CD14+ cDC2
19963,97d8350276fe11eb89bbb265d7ce1040,8,DC,cDC2,HLA-DRhi cDC2
19964,97fdd8de76fe11eb89bbb265d7ce1040,19,DC,cDC2,CD14+ cDC2
19965,983b87ec76fe11eb89bbb265d7ce1040,0,DC,pDC,pDC
19966,985453bc76fe11eb89bbb265d7ce1040,13,DC,cDC2,ISG+ cDC2
19967,985b40be76fe11eb89bbb265d7ce1040,15,DC,cDC2,CD14+ cDC2
19968,9868699c76fe11eb89bbb265d7ce1040,0,DC,pDC,pDC
19969,988d8a4276fe11eb89bbb265d7ce1040,16,DC,cDC2,HLA-DRhi cDC2
19970,98a67c3276fe11eb89bbb265d7ce1040,3,Monocyte,CD14 monocyte,Core CD14 monocyte
19971,98b9754e76fe11eb89bbb265d7ce1040,9,DC,cDC2,HLA-DRhi cDC2
19972,98e31a8476fe11eb89bbb265d7ce1040,11,DC,cDC2,HLA-DRhi cDC2
19973,9930dd5a76fe11eb89bbb265d7ce1040,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19974,993dae2c76fe11eb89bbb265d7ce1040,10,DC,cDC2,CD14+ cDC2
19975,99715fa676fe11eb89bbb265d7ce1040,17,DC,cDC1,cDC1
19976,998d8eec76fe11eb89bbb265d7ce1040,11,DC,cDC2,HLA-DRhi cDC2
19977,369ac4ce76f611eb916cbeaf1a0a56b5,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19978,369d435c76f611eb916cbeaf1a0a56b5,6,Monocyte,CD14 monocyte,Core CD14 monocyte
19979,36a5c56876f611eb916cbeaf1a0a56b5,0,DC,pDC,pDC
19980,36ab1b8076f611eb916cbeaf1a0a56b5,18,Doublet,Doublet,Doublet
19981,36aea71476f611eb916cbeaf1a0a56b5,15,DC,cDC2,CD14+ cDC2
19982,36ba4b2876f611eb916cbeaf1a0a56b5,2,DC,cDC2,HLA-DRhi cDC2
